1.072377997647144277e+01,1.011680913823636274e+01,9.868989211095797742e+00,9.725906313354443000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.575226184417131137e+00,9.883757504458932530e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.626035683562466971e+00,1.016682489147816781e+01,0.000000000000000000e+00,9.811906521912975521e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,2.099951281232321421e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.099951281232321421e+01,2.099951281232321421e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.099951281232321421e+01,2.099951281232321421e+01,0.000000000000000000e+00,2.099951281232321421e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.513942330268676528e+00,9.140551412981459123e+00,8.360051600000549143e+00,7.932790253338176001e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.882954087322286085e+00,7.915188166611677900e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.735805397141103157e+00,8.327617253274883780e+00,0.000000000000000000e+00,7.944705634429389818e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.942251369150641338e+01,1.942251369150641338e+01,1.942251369150641338e+01,1.942251369150641338e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.942251369150641338e+01,1.942251369150641338e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.942251369150641338e+01,1.942251369150641338e+01,0.000000000000000000e+00,1.942251369150641338e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.467522540615045301e+01,1.323433052954307598e+01,1.167030026539750764e+01,1.086660819244302445e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.126957968454530423e+01,1.052423875599843939e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.040813027476569452e+01,1.087906239959888310e+01,0.000000000000000000e+00,9.669356346545106007e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.080574889362252833e+01,2.080574889362252833e+01,2.080574889362252833e+01,2.080574889362252833e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.080574889362252833e+01,2.080574889362252833e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.080574889362252833e+01,2.080574889362252833e+01,0.000000000000000000e+00,2.080574889362252833e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.758892681007068859e+00,1.012248702771017861e+01,8.907002398454126890e+00,9.111874193191917826e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.697324924432722426e+00,8.284536430032026999e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.935759620274194681e+00,9.751288212235683872e+00,0.000000000000000000e+00,8.530045326458351340e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.773029530998854852e+01,1.773029530998854852e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.773029530998854852e+01,1.773029530998854852e+01,0.000000000000000000e+00,1.773029530998854852e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.054450496990208208e+00,9.399072493288658237e+00,8.101447591737557019e+00,8.278268295890923056e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.773180044726441196e+00,7.309355625036714876e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.023415074075101572e+00,8.921397817896599136e+00,0.000000000000000000e+00,7.695340084859074281e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.695194568514959599e+01,1.695194568514959599e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.695194568514959599e+01,1.695194568514959599e+01,0.000000000000000000e+00,1.695194568514959599e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
